category,total_count,available_count,markdown_count,median_price,median_markdown_percent
"Інтернет магазин,Витяжні вентилятори,Витяжні вентилятори Вентс",106,83.0,83.0,1389.0,10.028169014084508
"Інтернет магазин,Витяжні вентилятори,Витяжні вентилятори Домовент",8,7.0,,433.0,
"Інтернет магазин,Водяні конвектори,Водяні конвектори CONVECTOR",94,94.0,,14472.5,
"Інтернет магазин,Водяні конвектори,Водяні конвектори Carrera",136,136.0,,9504.0,
"Інтернет магазин,Водяні конвектори,Водяні конвектори Konveka",35,35.0,,13155.0,
"Інтернет магазин,Водяні конвектори,Водяні конвектори MiniB",5,5.0,,21376.0,
"Інтернет магазин,Водяні конвектори,Водяні конвектори Polvax",137,137.0,,13464.0,
"Інтернет магазин,Водяні конвектори,Водяні конвектори TEPLOBRAIN",166,166.0,,13580.0,
"Інтернет магазин,Водяні конвектори,Водяні конвектори Verano",13,13.0,,34528.0,
"Інтернет магазин,Вологі серветки,Вологі серветки Arnika",1,,,,
"Інтернет магазин,Вологі серветки,Вологі серветки Auchan",7,7.0,,7.0,
"Інтернет магазин,Вологі серветки,Вологі серветки Aura",9,2.0,,46.0,
"Інтернет магазин,Вологі серветки,Вологі серветки Bambik",2,,,42.0,
"Інтернет магазин,Вологі серветки,Вологі серветки Bebak",1,1.0,1.0,55.0,26.666666666666668
"Інтернет магазин,Вологі серветки,Вологі серветки Canpol babies",2,,,,
"Інтернет магазин,Вологі серветки,Вологі серветки Chicco",3,,,,
"Інтернет магазин,Вологі серветки,Вологі серветки Chicolino",6,,,22.0,
"Інтернет магазин,Вологі серветки,Вологі серветки Color Way",1,,,,
"Інтернет магазин,Вологі серветки,Вологі серветки Cosmia",5,5.0,,30.0,
"Інтернет магазин,Вологі серветки,Вологі серветки DALLI",2,,,,
"Інтернет магазин,Вологі серветки,Вологі серветки Dada",6,,,,
"Інтернет магазин,Вологі серветки,Вологі серветки Dr.Beckmann",2,,,97.0,
"Інтернет магазин,Вологі серветки,Вологі серветки Eco by Naty",6,3.0,,155.0,
"Інтернет магазин,Вологі серветки,Вологі серветки Evy Baby",3,,,,
"Інтернет магазин,Вологі серветки,Вологі серветки Goo.N",5,2.0,,246.0,
"Інтернет магазин,Вологі серветки,Вологі серветки HMD",1,,,,
"Інтернет магазин,Вологі серветки,Вологі серветки HiPP",1,,,70.0,
"Інтернет магазин,Вологі серветки,Вологі серветки Hoco",1,,,240.0,
"Інтернет магазин,Вологі серветки,Вологі серветки Hops",2,,,,
"Інтернет магазин,Вологі серветки,Вологі серветки Huggies",10,2.0,2.0,111.5,10.711768851303734
"Інтернет магазин,Вологі серветки,Вологі серветки Image Skincare",1,,,,
"Інтернет магазин,Вологі серветки,Вологі серветки Johnson's Baby",6,1.0,1.0,92.0,21.367521367521366
"Інтернет магазин,Вологі серветки,Вологі серветки Johnson’s Baby",1,,,58.0,
